courseId,courseOfferNumber,termCode,termDescription,sessionCode,classSection,classMtgNbr,classMeetingDescription,meetingTimeStart,meetingTimeEnd,mon,tues,wed,thurs,fri,sat,sun,startDt,endDt,facilityId,facilityDescription,academicCareer
126777,1,2172,2017 Spring,1,1,1, ,01-JAN-00 02.00.00.000000000 PM,01-JAN-00 03.59.00.000000000 PM,Y,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126786,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126787,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126933,1,2172,2017 Spring,1,3,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 10.59.00.000000000 AM,Y,Y,Y,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126933,1,2172,2017 Spring,1,2,1, ,01-JAN-00 12.00.00.000000000 PM,01-JAN-00 12.59.00.000000000 PM,Y,Y,Y,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126933,1,2172,2017 Spring,1,1,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 10.59.00.000000000 AM,Y,Y,Y,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126935,1,2172,2017 Spring,1,6,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 10.59.00.000000000 AM,Y,Y,Y,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126935,1,2172,2017 Spring,1,1,1, ,01-JAN-00 09.00.00.000000000 AM,01-JAN-00 09.59.00.000000000 AM,Y,Y,Y,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126935,1,2172,2017 Spring,1,2,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 10.59.00.000000000 AM,Y,Y,Y,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126935,1,2172,2017 Spring,1,3,1, ,01-JAN-00 11.00.00.000000000 AM,01-JAN-00 11.59.00.000000000 AM,Y,Y,Y,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126935,1,2172,2017 Spring,1,4,1, ,01-JAN-00 12.00.00.000000000 PM,01-JAN-00 12.59.00.000000000 PM,Y,Y,Y,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126935,1,2172,2017 Spring,1,5,1, ,01-JAN-00 01.00.00.000000000 PM,01-JAN-00 01.59.00.000000000 PM,Y,Y,Y,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126938,1,2172,2017 Spring,1,3,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 10.59.00.000000000 AM,Y,Y,Y,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126938,1,2172,2017 Spring,1,2,1, ,01-JAN-00 11.00.00.000000000 AM,01-JAN-00 11.59.00.000000000 AM,Y,Y,Y,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126938,1,2172,2017 Spring,1,4,1, ,01-JAN-00 09.00.00.000000000 AM,01-JAN-00 10.00.00.000000000 AM,Y,Y,Y,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126942,1,2172,2017 Spring,1,3,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 11.29.00.000000000 AM,N,Y,N,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126942,1,2172,2017 Spring,1,4,1, ,01-JAN-00 11.30.00.000000000 AM,01-JAN-00 12.59.00.000000000 PM,N,Y,N,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126942,1,2172,2017 Spring,1,1,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 11.29.00.000000000 AM,N,Y,N,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126942,1,2172,2017 Spring,1,2,1, ,01-JAN-00 11.30.00.000000000 AM,01-JAN-00 12.59.00.000000000 PM,N,Y,N,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126997,1,2172,2017 Spring,1,3,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 11.29.00.000000000 AM,N,Y,N,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126997,1,2172,2017 Spring,1,1,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 11.29.00.000000000 AM,N,Y,N,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126997,1,2172,2017 Spring,1,2,1, ,01-JAN-00 11.30.00.000000000 AM,01-JAN-00 12.59.00.000000000 PM,N,Y,N,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126998,1,2172,2017 Spring,1,1,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 11.29.00.000000000 AM,N,Y,N,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
126998,1,2172,2017 Spring,1,2,1, ,01-JAN-00 11.30.00.000000000 AM,01-JAN-00 12.59.00.000000000 PM,N,Y,N,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127583,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127598,1,2172,2017 Spring,1,1,1, ,01-JAN-00 10.30.00.000000000 AM,01-JAN-00 12.20.00.000000000 PM,N,N,Y,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127598,1,2172,2017 Spring,1,1,2, ,01-JAN-00 12.30.00.000000000 PM,01-JAN-00 01.20.00.000000000 PM,Y,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127599,1,2172,2017 Spring,1,1,1, ,01-JAN-00 09.30.00.000000000 AM,01-JAN-00 11.29.00.000000000 AM,N,Y,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127599,1,2172,2017 Spring,1,1,2, ,01-JAN-00 12.30.00.000000000 PM,01-JAN-00 01.20.00.000000000 PM,N,N,N,N,Y,N,N,23-Jan-17,26-Apr-17, ,,FAS
127669,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127686,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127687,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127688,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127689,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127690,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127739,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127757,1,2172,2017 Spring,1,1,1, ,01-JAN-00 02.30.00.000000000 PM,01-JAN-00 04.29.00.000000000 PM,N,N,N,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127768,1,2172,2017 Spring,1,1,1, ,01-JAN-00 04.00.00.000000000 PM,01-JAN-00 05.59.00.000000000 PM,N,N,Y,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127804,1,2172,2017 Spring,1,1,1, ,01-JAN-00 09.00.00.000000000 AM,01-JAN-00 09.59.00.000000000 AM,Y,Y,Y,Y,Y,N,N,23-Jan-17,26-Apr-17, ,,FAS
127804,1,2172,2017 Spring,1,2,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 10.59.00.000000000 AM,Y,Y,Y,Y,Y,N,N,23-Jan-17,26-Apr-17, ,,FAS
127804,1,2172,2017 Spring,1,3,1, ,01-JAN-00 12.00.00.000000000 PM,01-JAN-00 12.59.00.000000000 PM,Y,Y,Y,Y,Y,N,N,23-Jan-17,26-Apr-17, ,,FAS
127859,1,2172,2017 Spring,1,1,1, ,01-JAN-00 02.00.00.000000000 PM,01-JAN-00 03.59.00.000000000 PM,N,N,Y,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127863,1,2172,2017 Spring,1,1,1, ,01-JAN-00 09.00.00.000000000 AM,01-JAN-00 09.59.00.000000000 AM,Y,Y,Y,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127863,1,2172,2017 Spring,1,2,1, ,01-JAN-00 12.00.00.000000000 PM,01-JAN-00 12.59.00.000000000 PM,Y,Y,Y,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127889,1,2172,2017 Spring,1,1,1, ,01-JAN-00 01.00.00.000000000 PM,01-JAN-00 01.59.00.000000000 PM,N,Y,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127889,1,2172,2017 Spring,1,1,2, ,01-JAN-00 01.00.00.000000000 PM,01-JAN-00 01.59.00.000000000 PM,N,N,N,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127929,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
127934,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128053,1,2172,2017 Spring,1,1,1, ,01-JAN-00 03.00.00.000000000 PM,01-JAN-00 04.59.00.000000000 PM,N,Y,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128073,1,2172,2017 Spring,1,1,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 10.59.00.000000000 AM,Y,N,Y,N,Y,N,N,23-Jan-17,26-Apr-17, ,,FAS
128118,1,2172,2017 Spring,1,1,1, ,01-JAN-00 03.00.00.000000000 PM,01-JAN-00 04.59.00.000000000 PM,N,Y,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128122,1,2172,2017 Spring,1,1,1, ,01-JAN-00 04.00.00.000000000 PM,01-JAN-00 05.59.00.000000000 PM,N,Y,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128150,1,2172,2017 Spring,1,1,1, ,01-JAN-00 02.30.00.000000000 PM,01-JAN-00 03.59.00.000000000 PM,Y,N,Y,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128166,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128167,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128168,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128169,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128170,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128171,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128172,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128173,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128175,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128185,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128186,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128190,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128265,1,2172,2017 Spring,1,1,1, ,01-JAN-00 09.00.00.000000000 AM,01-JAN-00 09.59.00.000000000 AM,Y,Y,Y,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
128266,1,2172,2017 Spring,1,1,1, ,01-JAN-00 12.00.00.000000000 PM,01-JAN-00 12.59.00.000000000 PM,Y,Y,Y,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
131285,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
131405,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
131524,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
131766,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
133437,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
133725,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
140160,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
141598,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
146387,1,2172,2017 Spring,1,1,1, ,01-JAN-00 02.00.00.000000000 PM,01-JAN-00 04.59.00.000000000 PM,N,N,Y,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
146443,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
146614,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
146665,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
146667,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
146711,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
150200,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
150200,1,2172,2017 Spring,1,2,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
150200,1,2172,2017 Spring,1,10,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
150200,1,2172,2017 Spring,1,11,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
150200,1,2172,2017 Spring,1,12,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
150200,1,2172,2017 Spring,1,13,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
150200,1,2172,2017 Spring,1,3,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
150200,1,2172,2017 Spring,1,4,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
150200,1,2172,2017 Spring,1,5,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
150200,1,2172,2017 Spring,1,6,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
150200,1,2172,2017 Spring,1,7,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
150200,1,2172,2017 Spring,1,8,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
150200,1,2172,2017 Spring,1,9,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
156461,1,2172,2017 Spring,1,1,1, ,01-JAN-00 12.00.00.000000000 PM,01-JAN-00 01.59.00.000000000 PM,N,N,Y,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
156944,1,2172,2017 Spring,1,1,1, ,01-JAN-00 09.00.00.000000000 AM,01-JAN-00 09.59.00.000000000 AM,Y,N,Y,N,Y,N,N,23-Jan-17,26-Apr-17, ,,FAS
156944,1,2172,2017 Spring,1,1,2, ,01-JAN-00 09.00.00.000000000 AM,01-JAN-00 11.29.00.000000000 AM,N,Y,N,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159567,1,2172,2017 Spring,1,1,1, ,01-JAN-00 01.00.00.000000000 PM,01-JAN-00 02.29.00.000000000 PM,Y,N,Y,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159848,1,2172,2017 Spring,1,1,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 10.59.00.000000000 AM,N,N,Y,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159849,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159850,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159851,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159852,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159853,1,2172,2017 Spring,1,1,1, ,01-JAN-00 11.00.00.000000000 AM,01-JAN-00 11.59.00.000000000 AM,N,Y,N,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159854,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159855,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159859,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159860,1,2172,2017 Spring,1,1,1, ,01-JAN-00 01.00.00.000000000 PM,01-JAN-00 03.59.00.000000000 PM,N,Y,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159860,1,2172,2017 Spring,1,1,2, ,01-JAN-00 01.00.00.000000000 PM,01-JAN-00 04.59.00.000000000 PM,N,N,N,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159861,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159862,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159863,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159865,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159869,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159870,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159871,1,2172,2017 Spring,1,1,1, ,01-JAN-00 11.00.00.000000000 AM,01-JAN-00 11.59.00.000000000 AM,Y,N,Y,N,Y,N,N,23-Jan-17,26-Apr-17, ,,FAS
159872,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159873,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
159876,1,2172,2017 Spring,1,1,1, ,01-JAN-00 09.00.00.000000000 AM,01-JAN-00 09.59.00.000000000 AM,Y,Y,Y,Y,Y,N,N,23-Jan-17,26-Apr-17, ,,FAS
159876,1,2172,2017 Spring,1,2,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 10.59.00.000000000 AM,Y,Y,Y,Y,Y,N,N,23-Jan-17,26-Apr-17, ,,FAS
159876,1,2172,2017 Spring,1,3,1, ,01-JAN-00 11.00.00.000000000 AM,01-JAN-00 11.59.00.000000000 AM,Y,Y,Y,Y,Y,N,N,23-Jan-17,26-Apr-17, ,,FAS
159876,1,2172,2017 Spring,1,5,1, ,01-JAN-00 09.00.00.000000000 AM,01-JAN-00 09.59.00.000000000 AM,Y,Y,Y,Y,Y,N,N,23-Jan-17,26-Apr-17, ,,FAS
159876,1,2172,2017 Spring,1,6,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 10.59.00.000000000 AM,Y,Y,Y,Y,Y,N,N,23-Jan-17,26-Apr-17, ,,FAS
159876,1,2172,2017 Spring,1,4,1, ,01-JAN-00 12.00.00.000000000 PM,01-JAN-00 12.59.00.000000000 PM,Y,Y,Y,Y,Y,N,N,23-Jan-17,26-Apr-17, ,,FAS
161075,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
161076,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
161178,1,2172,2017 Spring,1,1,1, ,,,N,N,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
161201,1,2172,2017 Spring,1,1,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 11.29.00.000000000 AM,N,Y,N,Y,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
161207,1,2172,2017 Spring,1,1,1, ,01-JAN-00 01.00.00.000000000 PM,01-JAN-00 02.29.00.000000000 PM,Y,N,Y,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
200032,1,2172,2017 Spring,1,1,1, ,01-JAN-00 03.00.00.000000000 PM,01-JAN-00 06.00.00.000000000 PM,N,N,Y,N,N,N,N,23-Jan-17,25-Apr-17, ,,GSD
200258,1,2172,2017 Spring,1,1,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 11.30.00.000000000 AM,N,Y,N,Y,N,N,N,23-Jan-17,25-Apr-17, ,,GSD
200260,1,2172,2017 Spring,1,1,1, ,01-JAN-00 01.00.00.000000000 PM,01-JAN-00 03.00.00.000000000 PM,N,Y,N,N,N,N,N,23-Jan-17,25-Apr-17, ,,GSD
200494,1,2172,2017 Spring,1,1,1, ,01-JAN-00 02.00.00.000000000 PM,01-JAN-00 05.30.00.000000000 PM,Y,N,N,N,N,N,N,23-Jan-17,25-Apr-17, ,,GSD
200509,1,2172,2017 Spring,1,1,1, ,01-JAN-00 08.30.00.000000000 AM,01-JAN-00 11.30.00.000000000 AM,N,N,Y,N,N,N,N,23-Jan-17,25-Apr-17, ,,GSD
200582,1,2172,2017 Spring,1,1,1, ,01-JAN-00 10.00.00.000000000 AM,01-JAN-00 01.00.00.000000000 PM,N,N,N,Y,N,N,N,23-Jan-17,25-Apr-17, ,,GSD
203096,1,2172,2017 Spring,1,1,1, ,01-JAN-00 12.00.00.000000000 PM,01-JAN-00 01.59.00.000000000 PM,N,Y,N,N,N,N,N,23-Jan-17,26-Apr-17, ,,FAS
203228,1,2172,2017 Spring,1,1,1, ,01-JAN-00 11.00.00.000000000 AM,01-JAN-00 11.59.00.000000000 AM,Y,N,Y,N,Y,N,N,23-Jan-17,26-Apr-17, ,,FAS
